Set Name,Set Code,Release Date,Total Cards,Pack Name,Card Name,Card Number,Rarity
Genetic Apex,A1,30th October 2024,286,Charizard,Machamp,145,Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Machamp ex,146,Ultra Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Hitmonchan,155,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Kabuto,158,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Kabutops,159,Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Clobbopus,162,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Grapploct,163,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Ekans,164,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Arbok,165,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Mawile,178,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Pawniard,179,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Bisharp,180,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Meltan,181,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Melmetal,182,Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Rattata,189,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Raticate,190,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Spearow,191,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Fearow,192,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Meowth,196,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Persian,197,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Farfetch'd,198,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Doduo,199,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Dodrio,200,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Kangaskhan,203,Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Tauros,204,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Eevee,206,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Minccino,212,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Cinccino,213,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Wooloo,214,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Dubwool,215,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Dome Fossil,217,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Erika,219,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Blaine,221,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Sabrina,225,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Gloom,228,Star Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Pinsir,229,Star Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Charmander,230,Star Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Rapidash,231,Star Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Lapras,234,Star Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Alakazam,236,Star Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Slowpoke,237,Star Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Meowth,246,Star Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Exeggutor ex,252,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Charizard ex,253,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Moltres ex,255,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Starmie ex,257,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Machamp ex,263,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Erika,266,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Blaine,268,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Sabrina,272,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Moltres ex,274,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Machamp ex,278,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Charizard ex,280,Triple Star Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Mew,283,Triple Star Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Charizard ex,284,Crown Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Pikachu ex,285,Crown Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Mewtwo ex,286,Crown Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Bulbasaur,1,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Ivysaur,2,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Venusaur,3,Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Venusaur ex,4,Ultra Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Weedle,8,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Kakuna,9,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Beedrill,10,Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Venonat,16,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Venomoth,17,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Scyther,25,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Pinsir,26,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Cottonee,27,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Whimsicott,28,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Petilil,29,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Lilligant,30,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Ponyta,42,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Rapidash,43,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Heatmor,48,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Salandit,49,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Salazzle,50,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Sizzlipede,51,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Centiskorch,52,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Psyduck,57,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Golduck,58,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Tentacool,62,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Tentacruel,63,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Shellder,66,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Cloyster,67,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Krabby,68,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Kingler,69,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Vaporeon,80,Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Articuno,83,Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Articuno ex,84,Ultra Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Bruxish,91,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Snom,92,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Frosmoth,93,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Blitzle,105,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Zebstrika,106,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Tynamo,107,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Eelektrik,108,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Eelektross,109,Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Helioptile,110,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Heliolisk,111,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Pincurchin,112,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Slowpoke,118,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Slowbro,119,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Gastly,120,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Haunter,121,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Gengar,122,Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Gengar ex,123,Ultra Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Mr. Mime,126,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Jynx,127,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Mewtwo,128,Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Mewtwo ex,129,Ultra Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Ralts,130,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Kirlia,131,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Gardevoir,132,Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Woobat,133,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Swoobat,134,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Golett,135,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Golurk,136,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Sandshrew,137,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Sandslash,138,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Cubone,151,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Marowak,152,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Marowak ex,153,Ultra Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Hitmonlee,154,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Rhyhorn,156,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Rhydon,157,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Clobbopus,162,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Grapploct,163,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Ekans,164,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Arbok,165,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Zubat,172,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Golbat,173,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Grimer,174,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Muk,175,Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Koffing,176,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Weezing,177,Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Pawniard,179,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Bisharp,180,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Dratini,183,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Dragonair,184,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Dragonite,185,Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Pidgey,186,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Pidgeotto,187,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Pidgeot,188,Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Rattata,189,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Raticate,190,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Farfetch'd,198,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Doduo,199,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Dodrio,200,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Lickitung,201,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Ditto,205,Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Eevee,207,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Porygon,209,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Aerodactyl,210,Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Minccino,212,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Cinccino,213,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Wooloo,214,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Dubwool,215,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Old Amber,218,Common
Genetic Apex,A1,30th October 2024,286,Mewtwo,Koga,222,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Giovanni,223,Uncommon
Genetic Apex,A1,30th October 2024,286,Mewtwo,Bulbasaur,227,Star Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Cubone,239,Star Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Golbat,242,Star Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Weezing,243,Star Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Dragonite,244,Star Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Pidgeot,245,Star Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Ditto,247,Star Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Porygon,249,Star Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Venusaur ex,251,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Articuno ex,258,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Gengar ex,261,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Mewtwo ex,262,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Marowak ex,264,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Koga,269,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Giovanni,270,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Articuno ex,275,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Gengar ex,277,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Mewtwo ex,282,Triple Star Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Mew,283,Triple Star Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Charizard ex,284,Crown Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Pikachu ex,285,Crown Rare
Genetic Apex,A1,30th October 2024,286,Mewtwo,Mewtwo ex,286,Crown Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Caterpie,5,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Metapod,6,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Butterfree,7,Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Paras,14,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Parasect,15,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Pinsir,26,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Cottonee,27,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Whimsicott,28,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Petilil,29,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Lilligant,30,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Growlithe,39,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Arcanine,40,Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Arcanine ex,41,Ultra Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Ponyta,42,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Rapidash,43,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Heatmor,48,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Sizzlipede,51,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Centiskorch,52,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Squirtle,53,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Wartortle,54,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Blastoise,55,Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Blastoise ex,56,Ultra Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Psyduck,57,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Golduck,58,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Seel,64,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Dewgong,65,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Horsea,70,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Seadra,71,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Goldeen,72,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Seaking,73,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Magikarp,77,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Gyarados,78,Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Omanyte,81,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Omastar,82,Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Bruxish,91,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Snom,92,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Frosmoth,93,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Pikachu,94,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Raichu,95,Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Pikachu ex,96,Ultra Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Magnemite,97,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Magneton,98,Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Voltorb,99,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Electrode,100,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Electabuzz,101,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Jolteon,102,Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Zapdos,103,Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Zapdos ex,104,Ultra Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Blitzle,105,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Zebstrika,106,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Helioptile,110,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Heliolisk,111,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Pincurchin,112,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Clefairy,113,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Clefable,114,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Slowpoke,118,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Slowbro,119,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Drowzee,124,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Hypno,125,Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Woobat,133,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Swoobat,134,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Golett,135,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Golurk,136,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Sandshrew,137,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Sandslash,138,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Diglett,139,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Dugtrio,140,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Geodude,147,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Graveler,148,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Golem,149,Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Onix,150,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Mienfoo,160,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Mienshao,161,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Clobbopus,162,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Grapploct,163,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Ekans,164,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Arbok,165,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Nidoran♀,166,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Nidorina,167,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Nidoqueen,168,Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Nidoran♂,169,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Nidorino,170,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Nidoking,171,Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Pawniard,179,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Bisharp,180,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Rattata,189,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Raticate,190,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Jigglypuff,193,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Wigglytuff,194,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Wigglytuff ex,195,Ultra Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Farfetch'd,198,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Doduo,199,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Dodrio,200,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Chansey,202,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Eevee,208,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Snorlax,211,Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Minccino,212,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Cinccino,213,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Wooloo,214,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Dubwool,215,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Helix Fossil,216,Common
Genetic Apex,A1,30th October 2024,286,Pikachu,Misty,220,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Brock,224,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Lt. Surge,226,Uncommon
Genetic Apex,A1,30th October 2024,286,Pikachu,Squirtle,232,Star Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Gyarados,233,Star Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Electrode,235,Star Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Diglett,238,Star Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Nidoqueen,240,Star Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Nidoking,241,Star Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Eevee,248,Star Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Snorlax,250,Star Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Arcanine ex,254,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Blastoise ex,256,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Pikachu ex,259,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Zapdos ex,260,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Wigglytuff ex,265,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Misty,267,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Brock,271,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Lt. Surge,273,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Zapdos ex,276,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Wigglytuff ex,279,Double Star Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Pikachu ex,281,Triple Star Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Mew,283,Triple Star Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Charizard ex,284,Crown Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Pikachu ex,285,Crown Rare
Genetic Apex,A1,30th October 2024,286,Pikachu,Mewtwo ex,286,Crown Rare
